Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,sentiment,clean_text,topic,keywords
246216,B0009F3SBY,A3NTBPHITWAKE0,RedPanda,0,3,1,1338681600,Mislabeled Product,"When I first bought this product I fell in love, and when I stumbled across this great value of the kombucha tea by Yogi I thought it was a really good deal. Well, two week after I purchased the product; I opened the box, and the first thing I see is Kombucha DECAF! No wonder it was cheaper than the other prices. The original kombucha has 30 mg of caffeine, and this one has 5 mg. Okay, so it's decaf so what? I brewed one. I did not like it. It does not taste like the original kombucha. Plus I cannot return this product; therefore, this product gets one star. I am so upset and I will buy from another site.",negative,when i first bought this product i fell in love and when i stumbled across this great value of the kombucha tea by yogi i thought it was a really good deal well two week after i purchased the product i opened the box and the first thing i see is kombucha decaf no wonder it was cheaper than the other prices the original kombucha has mg of caffeine and this one has mg okay so it s decaf so what i brewed one i did not like it it does not taste like the original kombucha plus i cannot return this product therefore this product gets one star i am so upset and i will buy from another site,2,"kombucha tea,kombucha decaf,kombucha mg"
227493,B000VK2UDE,A18ULUA04NGB7D,Danandstef,0,0,5,1334275200,Kids love them!,"These are a great, healthy snack that I can feel good about giving to my kids.  They really like the taste and texture.  I love the packaging too because I can just keep several in my purse for those ""hunger emergencies!""",positive,these are a great healthy snack that i can feel good about giving to my kids they really like the taste and texture i love the packaging too because i can just keep several in my purse for those hunger emergencies,-1,"healthy snack,snack feel,snack"
340509,B0000CFH7B,AHSGEZGKJS3QF,kora,10,16,1,1259625600,Not So Black,I looked everwhere to change my daughter's birthday cake frosting black when the frosting was white.  This product sprays on and says it will give it a black color.  I followed the instructions perfectly and it gave it a grayish color only if you sprayed a bunch on.  The smell was awful and it looked awful.  Realizing it wasn't going to work I stopped and tried to scrape it off.  The entire cake absorbed the flavor - it was horrible and the cake ended up in the garbage.,negative,i looked everwhere to change my daughter s birthday cake frosting black when the frosting was white this product sprays on and says it will give it a black color i followed the instructions perfectly and it gave it a grayish color only if you sprayed a bunch on the smell was awful and it looked awful realizing it wasn t going to work i stopped and tried to scrape it off the entire cake absorbed the flavor it was horrible and the cake ended up in the garbage,-1,"frosting black,black frosting,cake frosting"
366869,B002W9JILE,A1SXF1G7RIIVRR,Sherry Ford,0,1,3,1314921600,sweet cookies,"Yes, I mean sweet. It is good when drinking coffee, but for eating alone it's kinda too sweet for me.",neutral,yes i mean sweet it is good when drinking coffee but for eating alone it s kinda too sweet for me,3,"coffee eating,drinking coffee,mean sweet"
32602,B0000T4LYC,AIA82N6OQ7O1Z,Bakergirl74,0,0,5,1341792000,TOO CUTE!!!,These little sugar bees were the hit of the cake.  They were such a cute addition to my Winnie the Pooh cake.  I love how they were packed so they wouldn't break.  Would definitely order again!!,positive,these little sugar bees were the hit of the cake they were such a cute addition to my winnie the pooh cake i love how they were packed so they wouldn t break would definitely order again,-1,"sugar bees,bees,cake cute"
303532,B000K8CPCS,A3523E6PAOPLZW,PattyAnn,5,5,1,1302048000,Made coffe sweet,I thought these would just add flavor rather than such a sweet taste.  I don't like sugar in my coffee.  Now I have 6 containers that I have to throw away.  There used to be a product just like this that just added flavor and did not have all of the artificial sweetners.  Not a good thing for someone who does not like sugar in their coffee but if you do it is good.,negative,i thought these would just add flavor rather than such a sweet taste i don t like sugar in my coffee now i have containers that i have to throw away there used to be a product just like this that just added flavor and did not have all of the artificial sweetners not a good thing for someone who does not like sugar in their coffee but if you do it is good,3,"artificial sweetners,sweetners good,sugar coffee"
34387,B001P3NU30,AXC0UR8KN0J7F,"L. Jones ""Jazz Lover""",0,0,4,1317945600,Dental Chews at Amazon,Our Rhodesian Ridgeback loves these chews. One keeps him busy while we eat dinner and it keeps my hands away from his razorsharp teeth with a toothbrush! I switched to buying them at Amazon for the lower price. I highly recommend.,positive,our rhodesian ridgeback loves these chews one keeps him busy while we eat dinner and it keeps my hands away from his razorsharp teeth with a toothbrush i switched to buying them at amazon for the lower price i highly recommend,0,"loves chews,rhodesian ridgeback,chews keeps"
27279,B000HYCLDI,A2TKRA3E1KRVYH,epsjoice,0,1,5,1309046400,Excellent Service!,"I ordered these Charms Blow Pops and received them in about 2 days.  It was the best service I've had in a while, and the price was excellent.",positive,i ordered these charms blow pops and received them in about days it was the best service i ve had in a while and the price was excellent,12,"ordered charms,charms blow,pops received"
298191,B004VITI0K,A15TTWZQNBCDJT,Stephanie Murphy,2,3,5,1314316800,Great for western blots!,"I've used this product in somewhat of a niche way.  I have never drank it.  I purchased it on behalf of the biochemistry research lab where I work.  We use it for blocking membranes during western blotting.  I'm not sure if this is lab lore or what, but supposedly Carnation nonfat dry milk is superior to other brands for its ability to block membranes with the lowest background.  Amazon was the only place that we could find it - seems like grocery stores are not carrying it these days, at least locally where I live.",positive,i ve used this product in somewhat of a niche way i have never drank it i purchased it on behalf of the biochemistry research lab where i work we use it for blocking membranes during western blotting i m not sure if this is lab lore or what but supposedly carnation nonfat dry milk is superior to other brands for its ability to block membranes with the lowest background amazon was the only place that we could find it seems like grocery stores are not carrying it these days at least locally where i live,-1,"dry milk,carnation nonfat,milk"
81628,B00018CWZW,A1IRN1M05TPOVT,"Sharon M. Helfand ""Scrapper""",0,0,5,1300924800,Barry Farm  Oriental Rice Cracker mix,"If you are looking for a good, mild, oriental rice cracker mix, this is it! Taste is fantastic, price very reasonable.  The down side is the shipping, which costs more than the total of 4 or 5 products!<br />But I would still recommend.",positive,if you are looking for a good mild oriental rice cracker mix this is it taste is fantastic price very reasonable the down side is the shipping which costs more than the total of or products but i would still recommend,-1,"rice cracker,oriental rice,cracker mix"
412101,B000CQC05K,A1CAOT2NHRWFVN,"B. Schwarz ""beagle mom""",0,0,5,1330560000,The absolute best herbal tea,"My sister suggested this tea to me.  I was looking for a good herbal tea to limit my caffeine, and one I could have in the evening.  Most herbal teas seem very weak to me.  I'm not a big licorice fan, but this doesn't taste strongly of licorice.  As one of the other reviewers said, it just gives you a slightly sweet, slightly licorice aftertaste, which is delightful.  It's great in the evening when I'm craving something sweet - and no calories or caffeine!",positive,my sister suggested this tea to me i was looking for a good herbal tea to limit my caffeine and one i could have in the evening most herbal teas seem very weak to me i m not a big licorice fan but this doesn t taste strongly of licorice as one of the other reviewers said it just gives you a slightly sweet slightly licorice aftertaste which is delightful it s great in the evening when i m craving something sweet and no calories or caffeine,2,"herbal tea,suggested tea,herbal teas"
325986,B0002G3UYU,A1Y23S418988R8,Zanne,0,1,5,1312848000,Love this tea.,"I have been buying YamaMotoYama for quite a few years, but had never tried this particular tea.  I really like it and actually prefer it over their regular green tea or the GenMai Cha that I've been drinking lately.  I would still keep the other types of tea on hand, but this Hoji Cha is good for a substitute for coffee in the morning - it has a deeper taste than regular green tea.<br />I just wish it was sold in those large 90 count packages - 16 tea bags doesn't last very long and those large packages are usually a better value.  :o}",positive,i have been buying yamamotoyama for quite a few years but had never tried this particular tea i really like it and actually prefer it over their regular green tea or the genmai cha that i ve been drinking lately i would still keep the other types of tea on hand but this hoji cha is good for a substitute for coffee in the morning it has a deeper taste than regular green tea i just wish it was sold in those large count packages tea bags doesn t last very long and those large packages are usually a better value o,2,"particular tea,tea genmai,buying yamamotoyama"
300991,B000VJYTZM,A2FBP7NGRMG73O,"T. Dobbins ""Leak""",3,3,5,1259625600,Good!,This is a really good tea.  I am drinking it during my pregnancy to tone the uterus.  Very good taste!,positive,this is a really good tea i am drinking it during my pregnancy to tone the uterus very good taste,-1,"tea,good tea,tea drinking"
186538,B001L4JH5I,AKCS37KAPZFG9,i do i do,2,2,5,1309219200,Love Pamela's GF mixes!,I've been using this product along with several other Pamela's products for about a year and a half. I tried nearly everything else out there including creating my own mixes and haven't found anything I like as well or better than this. Follow the recipes or experiment with your own. It makes gluten-free living a lot more fun.,positive,i ve been using this product along with several other pamela s products for about a year and a half i tried nearly everything else out there including creating my own mixes and haven t found anything i like as well or better than this follow the recipes or experiment with your own it makes gluten free living a lot more fun,7,"makes gluten,pamela products,gluten free"
33856,B0026LN472,A19GWZIFDGL3YM,luvz2shop,4,4,5,1290902400,Great product,"I have been feeding cats for a long time, and this is the best quality best tolerated food yet. My cats love it. Their digestive tracts aren't distressed, and the ingredient list alone would sell it. No aritificial colors or preservatives. You will feel good about giving this food to your pet(s).",positive,i have been feeding cats for a long time and this is the best quality best tolerated food yet my cats love it their digestive tracts aren t distressed and the ingredient list alone would sell it no aritificial colors or preservatives you will feel good about giving this food to your pet s,0,"food cats,feeding cats,food pet"
439098,B000EVKHQM,A230PX1OK8INV4,S. Llewellyn,3,3,5,1155513600,The best gluten-free cookies I have ever had,"I feel like have tried every gluten-free baked good out there. Since I am allergic to dairy, eggs, soy, and bananas as well this product is a lifesaver for when I need a cookie. They taste really , really good and don't make me sick.  I love these things I pray they never stop making them.",positive,i feel like have tried every gluten free baked good out there since i am allergic to dairy eggs soy and bananas as well this product is a lifesaver for when i need a cookie they taste really really good and don t make me sick i love these things i pray they never stop making them,-1,"gluten free,tried gluten,gluten"
140013,B001EO5YFM,A3U7Q41SJ4PWI,E. Maddox,0,0,5,1191542400,I love coarse salt,"I have two ceramic grinders, one for the usual pepper, the other for coarse salt.  I am never happy these days with regular salt and pepper shakers.  Once you grind coarse salt you are hooked.  This salt is good.",positive,i have two ceramic grinders one for the usual pepper the other for coarse salt i am never happy these days with regular salt and pepper shakers once you grind coarse salt you are hooked this salt is good,20,"shakers grind,pepper coarse,ceramic grinders"
482566,B0035R8WVO,A69NJNZZZTWY6,D. Alandrobish,2,2,5,1317081600,SALT OF THE EARTH!,"If you think that salt is merely salt, listen up! This salt gives a flavor to food that you<br />would have never imagined. Salt is a flavor enhancer, but this salt tastes like the Rolls<br />Royce of them all. If you want to savor your cooking and kick it up a notch or two, I recommend<br />sprinkling this salt on just about anything you can put in your mouth. BRAVO!",positive,if you think that salt is merely salt listen up this salt gives a flavor to food that you would have never imagined salt is a flavor enhancer but this salt tastes like the rolls royce of them all if you want to savor your cooking and kick it up a notch or two i recommend sprinkling this salt on just about anything you can put in your mouth bravo,20,"salt tastes,salt flavor,merely salt"
251512,B0011MZLEQ,A20X413FVQ1FJI,willycone,0,0,5,1344470400,banana freak,I love all things banana and this syrup meets the top grade!! If I was a humming- bird I'd eat it all day!!,positive,i love all things banana and this syrup meets the top grade if i was a humming bird i d eat it all day,-1,"banana syrup,banana,things banana"
36680,B004CLCEDE,A3NO13DJ4YBPWR,locarb,2,2,5,1345161600,dream come true!,I am on a severely limited carb diet plus have wheat and gluten allergies but love pasta and really miss it.  These are a dream come true for me.  Now I can have pasta dishes and not go off my diet or trigger allergies.  I made phad thai with them and it was as good as using a traditional noodle.  I will be making repeat orders for sure.,positive,i am on a severely limited carb diet plus have wheat and gluten allergies but love pasta and really miss it these are a dream come true for me now i can have pasta dishes and not go off my diet or trigger allergies i made phad thai with them and it was as good as using a traditional noodle i will be making repeat orders for sure,15,"pasta dishes,love pasta,pasta really"
38622,B000OYMGMC,A3T5X4NDMD562V,nomad,0,0,1,1337558400,Not a variety,"This was suppose to be a varity pack of 100 Tootsie pops. the package had 65 cherry, 10 chocolate, 10 strawberry, 5 Lemon Lime, 5 Blue raspberry, and 5 Watermelon. If I wanted cherry Tootsie pops I would have bought them. I wanted all different flavors. Ruined the carnival game. Kids were disappointed.",negative,this was suppose to be a varity pack of tootsie pops the package had cherry chocolate strawberry lemon lime blue raspberry and watermelon if i wanted cherry tootsie pops i would have bought them i wanted all different flavors ruined the carnival game kids were disappointed,12,"tootsie pops,chocolate strawberry,flavors"
252819,B000RIAJS8,ALM8KNFJY1C41,scourt,0,0,2,1305936000,gone too fast!,"I ordered these assuming they were similar to bully sticks and would give my 20 lb. dog something to chew on for 20 minutes.  Unfortunately, she finishes one in less than 5 minutes.  When she bites into the Wizzler it breaks into pieces and then she can quickly eat it without much chewing.  I won't order them again.",negative,i ordered these assuming they were similar to bully sticks and would give my lb dog something to chew on for minutes unfortunately she finishes one in less than minutes when she bites into the wizzler it breaks into pieces and then she can quickly eat it without much chewing i won t order them again,0,"bully sticks,bites wizzler,dog chew"
4954,B002RZ1QNG,ANH6Q74Y586C8,Randy W. Bennett,1,1,5,1325116800,White Pear Delight,"This turned out fantastic, a little sweeter than I expecting but still great. May even consider this a dessert wine. Its nice using Cornucopia kits as they come complete with all the supplies you need, corks,labels,toppers,etc. I only use distilled water in the making of the wine, dont want to chance it with anything else. They have always turned out great. Give it a try.....The Farmwiner",positive,this turned out fantastic a little sweeter than i expecting but still great may even consider this a dessert wine its nice using cornucopia kits as they come complete with all the supplies you need corks labels toppers etc i only use distilled water in the making of the wine dont want to chance it with anything else they have always turned out great give it a try the farmwiner,-1,"dessert wine,making wine,wine nice"
197510,B0012Y0HA6,A2P9U0NJNYGST,Mark Betcher,0,0,5,1205280000,Best Dog Toy Ever!,"Best Dog Toy Ever!, March 11, 2008<br /><br />I have a Pug and a Mini-Pin who have toys strewn about every room in the house. Simply put... this toy is much in demand by both dogs and the bone part of the toy is all but chewed to pieces. They love it even without a rawhide ring screwed into it. This is the only toy I've actually made a point to search out the same toy as a  replacement. Yes, it is durable and lasts a long time.",positive,best dog toy ever march i have a pug and a mini pin who have toys strewn about every room in the house simply put this toy is much in demand by both dogs and the bone part of the toy is all but chewed to pieces they love it even without a rawhide ring screwed into it this is the only toy i ve actually made a point to search out the same toy as a replacement yes it is durable and lasts a long time,0,"dog toy,toy replacement,toy chewed"
456925,B005HFZ6RU,A35HMHIWWJHSQD,miked1967,0,0,5,1349136000,Exceptional transaction,"I stumbled onto Banyan Trading Company (and it's product line) quite by accident.  But now that I have...I'll buy from again.  They're highly responsive, having shipped my order the same day I bought the turmeric powder (1 lb). The delivery time was minimal (despite the distance involved) and easily beat Amazon's anticipated delivery date. The turmeric powder received is high quality and at a fair price.  I like that Banyan is environmentally conscious.",positive,i stumbled onto banyan trading company and it s product line quite by accident but now that i have i ll buy from again they re highly responsive having shipped my order the same day i bought the turmeric powder lb the delivery time was minimal despite the distance involved and easily beat amazon s anticipated delivery date the turmeric powder received is high quality and at a fair price i like that banyan is environmentally conscious,6,"turmeric powder,bought turmeric,date turmeric"
444114,B000HQN5K4,A3FW19RLHSPLYE,"Rita M. Calvin ""LK""",2,5,2,1274227200,i cant find a way to contact the seller,"i have not purchased this product, yet.  i doubt i will purchase it through amazon since it takes way to long to even be shipped out.  it says ""Usually ships within 2 to 4 weeks.""  in less time than that, i can go to a local store and have them order it directly for me to purchase.<br /><br />second problem i have with this is math related.  its my understanding there are 16 ounces to a pound.  these are sold in 12 ounce units which is just fine.  the problem i do find is this, ""Shipping Weight: 1.9 pounds"" and ""Ghirardelli Caffe Gourmet Coffee Chocolate Caramel, Light Roast Whole Bean Coffee, 12-Ounce Bags (Pack of 3)""<br /><br />so, 12 oz time 3 packages equals 36 oz.  2 pounds is 32 oz.  so how is it that if i order this three pack of 12 oz bags of coffee beans, i would receive a package that weighs less than two pounds for product that is supposed to weigh over 2 pounds?<br /><br />i am confused by too many things having to do with ordering any consumable products from amazon's Grocery & Gourmet Food section.  but this is one item i really wanted to try and i wish i could just send a message to the seller, but that link isnt on the product profile.  honestly, im noticing that link is missing from more and more product profiles.  i take it amazon only wants people to contact sellers about their merch after they have purchased it.  that sucks, cause the info i get from profiles, reviews, and contacting the seller before purchase if needed, is what helps me to determine if i will enjoy the product im thinking of buying, if the product will be worth its cost, and how well various products work in various situations.<br /><br />this coffee, i would course grind and use in a press if i were to buy it.  thing is, i want more info.  i want numbers to add up properly and if i order something, to get what i pay for.  when i order something, i want it shipped within 3 to 4 days or less, not weeks later.  i know amazon has a shopping system for consumables that allows you to order a quantity and have it reordered automatically after the selected time of your choosing.  but this is insane, its not like im pre-ordering a book, movie, game, cd before it goes on sale.<br /><br />sorry for my bitching.  this coffee sounds like it will taste wonderful.  i just wont be purchasing it through amazon because of too many little things that dont make sense or add up.<br /><br />thank you for your time and putting up with my ramblings.",negative,i have not purchased this product yet i doubt i will purchase it through amazon since it takes way to long to even be shipped out it says usually ships within to weeks in less time than that i can go to a local store and have them order it directly for me to purchase second problem i have with this is math related its my understanding there are ounces to a pound these are sold in ounce units which is just fine the problem i do find is this shipping weight pounds and ghirardelli caffe gourmet coffee chocolate caramel light roast whole bean coffee ounce bags pack of so oz time packages equals oz pounds is oz so how is it that if i order this three pack of oz bags of coffee beans i would receive a package that weighs less than two pounds for product that is supposed to weigh over pounds i am confused by too many things having to do with ordering any consumable products from amazon s grocery gourmet food section but this is one item i really wanted to try and i wish i could just send a message to the seller but that link isnt on the product profile honestly im noticing that link is missing from more and more product profiles i take it amazon only wants people to contact sellers about their merch after they have purchased it that sucks cause the info i get from profiles reviews and contacting the seller before purchase if needed is what helps me to determine if i will enjoy the product im thinking of buying if the product will be worth its cost and how well various products work in various situations this coffee i would course grind and use in a press if i were to buy it thing is i want more info i want numbers to add up properly and if i order something to get what i pay for when i order something i want it shipped within to days or less not weeks later i know amazon has a shopping system for consumables that allows you to order a quantity and have it reordered automatically after the selected time of your choosing but this is insane its not like im pre ordering a book movie game cd before it goes on sale sorry for my bitching this coffee sounds like it will taste wonderful i just wont be purchasing it through amazon because of too many little things that dont make sense or add up thank you for your time and putting up with my ramblings,6,"shipping weight,pounds oz,oz pounds"
317080,B003YUW7EK,A18F23AA2PUMRC,"Jacquej ""On-line buyer""",7,7,5,1294704000,"Caribou Coffee, Daybreak Morning Blend","This was my first time using this coffee for my Keurig, and I am very pleased with this blend.  It is not bitter/good strength!  I would recommend this to friends.",positive,this was my first time using this coffee for my keurig and i am very pleased with this blend it is not bitter good strength i would recommend this to friends,1,"blend bitter,coffee keurig,keurig pleased"
536678,B000NY6QBK,A25GZZXVQAANED,"N. E. Munro ""Insp. 12""",3,3,5,1243814400,Cheese lover,"Tiger Gruyere cheese is an excellent product, impossible to find in local stores.  I had been ""turned on"" to Tiger brand Gruyere when living in Baltimore, appreciating the mild but very unique flavor.  My order arrived promptly, & I have been pleased to enjoy it ever since.",positive,tiger gruyere cheese is an excellent product impossible to find in local stores i had been turned on to tiger brand gruyere when living in baltimore appreciating the mild but very unique flavor my order arrived promptly i have been pleased to enjoy it ever since,-1,"gruyere cheese,brand gruyere,cheese excellent"
342430,B001AYDSMW,A23U78BUV98JPM,TwiztedKitty,0,0,5,1348876800,Inner Childs Delight,"I just got this today and it arrived way ahead of time! I opened right away and had to sprinkle some in my hand and try it, and as I remebered it was GREAT! My grandmother was japanese born raised in japan and married a navy cook only comeing to america after my mother was born in japan. MY grandmother and mom for awhile always gave this to me over rice on rice balls or just on other random items that make it so good. I'm very happy with this purchase and will be buying from them agien! SInce I live in a place without any asian stores around this will do :)",positive,i just got this today and it arrived way ahead of time i opened right away and had to sprinkle some in my hand and try it and as i remebered it was great my grandmother was japanese born raised in japan and married a navy cook only comeing to america after my mother was born in japan my grandmother and mom for awhile always gave this to me over rice on rice balls or just on other random items that make it so good i m very happy with this purchase and will be buying from them agien since i live in a place without any asian stores around this will do,4,"rice balls,rice rice,rice"
98233,B0030VJ70K,AOK2VCYF9KUTV,"Jen,Ohio",0,0,5,1348876800,Nutritious Snack on the Go!,I always worry my 2-year old doesn't get enough veggies.  He loves these pouches which are easy to pack in his bag for lunch at daycare.,positive,i always worry my year old doesn t get enough veggies he loves these pouches which are easy to pack in his bag for lunch at daycare,5,"veggies,pouches easy,doesn veggies"
239495,B000DZH19U,A1FS3GMCEMFB2Q,Sara,3,4,4,1231372800,"Tasty cookies, but I wish there was more","These wheat-free, egg-free treats are tasty. I have bought the espresso ones, but I have to say these are better. It has a lot of chocolate chips its soo yummy, but it isnt sickeningly sweet. Its good to have with a nice cup of coffee.<br /><br />The only thing is I would suggest is they should give 2 cookies instead of 3 by making the cookies a tiny bit thinner. Somehow 2 was a little unsatisfying, and the cookies were like too thick for my taste.",positive,these wheat free egg free treats are tasty i have bought the espresso ones but i have to say these are better it has a lot of chocolate chips its soo yummy but it isnt sickeningly sweet its good to have with a nice cup of coffee the only thing is i would suggest is they should give cookies instead of by making the cookies a tiny bit thinner somehow was a little unsatisfying and the cookies were like too thick for my taste,10,"free treats,egg free,wheat free"
92483,B001JPD21Y,A3A4ZAIBQWKOZS,Stephen M. Lerch,3,3,5,1323043200,Baird Approved!,"I've had Baird now for a about 18 months. In the first stages of life I was feeding him Purina Pro Plan. He did just fine on the food, despite it not being what many consider ""quality"" pet food. I left him on this until he became an adult and switched him over to the adult Pro Plan, shredded blend chicken. About two months later, I noticed his back teeth were a sickly yellow; turns out that shredded chicken would stick to his teeth, requiring me to brush his teeth frequently. Finally had enough of that, I had done a TON of research on quality dog food and settled on either Canidae or Innova. Canidae is difficult to get in my area with regularity, and so I chose Innova, so that if I run low on food or run out, I can just run over to the local pet supply store and pick it up.<br /><br />After a few months on this food, and twice weekly brushing, I don't have to take Baird to have his teeth professionally cleaned, which is awesome. Another couple bonuses, thanks to their being less filler in this food than the Pro Plan shredded blend, is less... poop, and less frequent pooping. Yeah, not a fun topic to talk about, but it is a bonus side effect for sure. And also, his pooh is a lot more regular; not runny like it would be 2-3 times a week on the Pro Plan.<br /><br />Just be sure that if you CHANGE a dog to this food, CHECK THE FEEDING AMOUNTS compared to your old food. Innova has more calories per bit than most other dog foods and if you give your dog the same amount, you are likely overfeeding him. I've also found Baird put on some extra weight when I was feeding the Innova recommended amount, so I dropped him down a bit, he lost some weight and I figured out he needs 1.25 of a cup a day for his activity level and to maintain current weight.<br /><br />Also, if you are changing your dogs diet, do so gradually! If you switch cold turkey, many dogs will be bloated, have gas (dog farts? NO THANKS!), potentially throw up and have an upset stomach. Gradually changing over allows the dog's body to adjust. So if you want to change, either start when you have 1/4 bag of the old food or buy a small bag of the old food to switch the dog over within a 2 week period.<br /><br />Baird didn't have any allergy issues, so I can't comment on whether this fixed any food allergies.<br /><br />I would say he loves the taste, but... he's a dog; as long as it is food, he'll eat it!<br /><br />What many don't know is that Natura Pet Food, the company behind Innova, was purchased by Proctor and Gamble. This is why Innova is turning up in a lot more locations. One thing you need not be overly concerned about is a change in formulation of Innova as Natura isn't going to change their ingredients and so on as the quality of the food was the reason P&G bought Natura. Of course, this could change down the road, so I'm keeping my eyes and ears out, but after a year and a bit after the acquisition, the ingredients are the same quality (as best I can tell) and the formula is the same. What will next year bring? Hopefully the same formula. Oh, and according to Natura, they might change the formula, but only based on sound nutritional science, to make the food better for your pets, not because P&G says to change.",positive,i ve had baird now for a about months in the first stages of life i was feeding him purina pro plan he did just fine on the food despite it not being what many consider quality pet food i left him on this until he became an adult and switched him over to the adult pro plan shredded blend chicken about two months later i noticed his back teeth were a sickly yellow turns out that shredded chicken would stick to his teeth requiring me to brush his teeth frequently finally had enough of that i had done a ton of research on quality dog food and settled on either canidae or innova canidae is difficult to get in my area with regularity and so i chose innova so that if i run low on food or run out i can just run over to the local pet supply store and pick it up after a few months on this food and twice weekly brushing i don t have to take baird to have his teeth professionally cleaned which is awesome another couple bonuses thanks to their being less filler in this food than the pro plan shredded blend is less poop and less frequent pooping yeah not a fun topic to talk about but it is a bonus side effect for sure and also his pooh is a lot more regular not runny like it would be times a week on the pro plan just be sure that if you change a dog to this food check the feeding amounts compared to your old food innova has more calories per bit than most other dog foods and if you give your dog the same amount you are likely overfeeding him i ve also found baird put on some extra weight when i was feeding the innova recommended amount so i dropped him down a bit he lost some weight and i figured out he needs of a cup a day for his activity level and to maintain current weight also if you are changing your dogs diet do so gradually if you switch cold turkey many dogs will be bloated have gas dog farts no thanks potentially throw up and have an upset stomach gradually changing over allows the dog s body to adjust so if you want to change either start when you have bag of the old food or buy a small bag of the old food to switch the dog over within a week period baird didn t have any allergy issues so i can t comment on whether this fixed any food allergies i would say he loves the taste but he s a dog as long as it is food he ll eat it what many don t know is that natura pet food the company behind innova was purchased by proctor and gamble this is why innova is turning up in a lot more locations one thing you need not be overly concerned about is a change in formulation of innova as natura isn t going to change their ingredients and so on as the quality of the food was the reason p g bought natura of course this could change down the road so i m keeping my eyes and ears out but after a year and a bit after the acquisition the ingredients are the same quality as best i can tell and the formula is the same what will next year bring hopefully the same formula oh and according to natura they might change the formula but only based on sound nutritional science to make the food better for your pets not because p g says to change,0,"pet food,dog food,dogs diet"
446019,B0029NIMYW,A3SEW1ECTN5D0D,"Auntie Nell ""Auntie Nell""",0,3,1,1337040000,Dog loved it Vet hates it,"The vet beleives that giving my dog this food every day made him sick. (1 year old, 12 pound yorkie) but he loves it. I have to give away the stockpile I had.",negative,the vet beleives that giving my dog this food every day made him sick year old pound yorkie but he loves it i have to give away the stockpile i had,0,"dog food,giving dog,pound yorkie"
279600,B0015V885C,A13V5YZN007GPG,Bigkid@heart,13,13,5,1294272000,You have to know DOUBLE SALT licorice,Just because it states licorice - please understand that this is Double Salt licorice - exactly as it states! Double salt means very very salty - an acquired taste.  You need to start with regular dutch licorice like the cats then if you enjoy that work your way up.  Not fair to give a low rating if you don't know what your doing!,positive,just because it states licorice please understand that this is double salt licorice exactly as it states double salt means very very salty an acquired taste you need to start with regular dutch licorice like the cats then if you enjoy that work your way up not fair to give a low rating if you don t know what your doing,-1,"salt licorice,dutch licorice,double salt"
502934,B00501TH9O,A32I0FA060F2YL,KJD,0,0,5,1325548800,Bravo Volpi,Never tried Volpi Salami before but took a chance with this 5-bundle package. No dissappointment here - each one seemed better than the other!,positive,never tried volpi salami before but took a chance with this bundle package no dissappointment here each one seemed better than the other,-1,"volpi salami,salami,salami took"
466659,B0019L8JSO,A31H1SZI6C78ZH,Tamsoccer,3,3,5,1326153600,Organic and unpasturized,Best soy sauce out there. Try it in a side by side comparison of regular soy sauce and you will never go back.,positive,best soy sauce out there try it in a side by side comparison of regular soy sauce and you will never go back,4,"soy sauce,best soy,regular soy"
537372,B0034EFIYC,A35N7P8CB13AB,nycrunnergirl,1,1,5,1335225600,"Sweet treat, that is not too bad for you.","I buy these often, and I get a pretty good deal from amazon compared to getting it in the stores.  I keep some in my desk at work, gym bag, and ocket book for when a hunger attack comes on.  I like that it is low glycemic too, I don't worry too much about a rapid spike in sugar.  It is very sweet for those with sensitive taste buds.  Not a meal replacement but a good hold off until you can get a meal.",positive,i buy these often and i get a pretty good deal from amazon compared to getting it in the stores i keep some in my desk at work gym bag and ocket book for when a hunger attack comes on i like that it is low glycemic too i don t worry too much about a rapid spike in sugar it is very sweet for those with sensitive taste buds not a meal replacement but a good hold off until you can get a meal,-1,"spike sugar,glycemic,sugar"
99840,B001FA1KUI,A31S5UIBZ9BBD1,r. thomas,0,0,5,1288828800,mushrooms in escabeche,"Timely arrival.  The product is first class.  I have been unable to find a supplier in Austin, Tx.  Other internet offers are much more expensive.",positive,timely arrival the product is first class i have been unable to find a supplier in austin tx other internet offers are much more expensive,6,"supplier austin,austin tx,timely arrival"
86236,B000084E6V,A8891HVRDJAM6,"Marfaux ""Marfaux""",3,3,5,1161388800,Very entertaining!,"These dinos are great for powerful chewers! Our dogs just LOVE them.  Our dogs have also worked the head, legs, and tail off, but still are actively grinding away at them.  They last quite a long time too, which is a major bonus.  I highly recommend these to anyone with dogs who love to chew!",positive,these dinos are great for powerful chewers our dogs just love them our dogs have also worked the head legs and tail off but still are actively grinding away at them they last quite a long time too which is a major bonus i highly recommend these to anyone with dogs who love to chew,0,"powerful chewers,chewers dogs,chewers"
