Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,sentiment,clean_text,topic
80087,B001EO6636,A3PJZ8TU8FDQ1K,Jared Castle,0,0,4,1311033600,A compromising blend for the masses (i.e. your office),"<span class=""tiny""> Length:: 1:31 Mins<br /><br /></span>Listed as one of Green Mountain Coffee's ""most popular blends,"" the Vermont Country Blend offers a safe choice if your Keurig serves a larger audience, such as an office environment.<br /><br />The coffee has a pleasing aroma, with hints of fruit and caramel, and a gentle finish. While Green Mountain's website describes this as ""an engaging blend that reveals itself in layers"" but that was not my experience. It is a pleasant, middle-of-the-road blend, but not the type of K-cup I'll reach for first in the morning.<br /><br />One reason the Vermont Country Blend didn't blow my socks off was that it arrived at the same time we ordered Green Mountain Coffee's <a href=""http://www.amazon.com/gp/product/B004743O08"">Nantucket Blend</a>. Of the two blends, my wife enjoys Vermont Country lighter roast more. I prefer the more complex tones in the Nantucket Blend. We both tried the Vermont Country Blend black, using Keurig's small mug (7.25 oz) setting.<br /><br />Added bonuses:<br />Vermont Country Blend is certified kosher by the Orthodox Union.<br />Vermont Country Blend is Fair Trade Certified.<br />Vermont Country Blend is organic.<br /><br />Rating: Four stars.<br /><br />BTW: Here's my recent K-cup coffee reviews for Amazon:<br />5 stars: <a href=""http://www.amazon.com/gp/product/B004743O08"">Green Mountain Coffee Nantucket Blend</a><br />5 stars: <a href=""http://www.amazon.com/gp/product/B001CHFUDC"">Coffee People Donut Shop Medium Roast</a><br />5 stars: <a href=""http://www.amazon.com/gp/product/B0039556K2"">Van Houtte Chocolate Raspberry Truffle</a><br />4 stars: <a href=""http://www.amazon.com/gp/product/B001EYUE6G"">Green Mountain Coffee Lake & Lodge Blend</a><br />4 stars: Green Mountain Coffee Wild Mountain Blueberry<br />4 stars: <a href=""http://www.amazon.com/gp/product/B001ELL68Y"">Tully's Coffee Kona Blend</a><br />4 stars: <a href=""http://www.amazon.com/gp/product/B004779XNW"">Green Mountain Coffee Dark Magic</a><br />3 stars: <a href=""http://www.amazon.com/gp/product/B003JA5KKS"">Green Mountain Coffee Breakfast Blend</a><br />3 stars: <a href=""http://www.amazon.com/gp/product/B00390VIQI"">Green Mountain Coffee Fair Trade Gingerbread</a>",positive,length mins listed as one of green mountain coffee s most popular blends the vermont country blend offers a safe choice if your keurig serves a larger audience such as an office environment the coffee has a pleasing aroma with hints of fruit and caramel and a gentle finish while green mountain s website describes this as an engaging blend that reveals itself in layers but that was not my experience it is a pleasant middle of the road blend but not the type of k cup i ll reach for first in the morning one reason the vermont country blend didn t blow my socks off was that it arrived at the same time we ordered green mountain coffee s nantucket blend of the two blends my wife enjoys vermont country lighter roast more i prefer the more complex tones in the nantucket blend we both tried the vermont country blend black using keurig s small mug oz setting added bonuses vermont country blend is certified kosher by the orthodox union vermont country blend is fair trade certified vermont country blend is organic rating four stars btw here s my recent k cup coffee reviews for amazon stars green mountain coffee nantucket blend stars coffee people donut shop medium roast stars van houtte chocolate raspberry truffle stars green mountain coffee lake lodge blend stars green mountain coffee wild mountain blueberry stars tully s coffee kona blend stars green mountain coffee dark magic stars green mountain coffee breakfast blend stars green mountain coffee fair trade gingerbread,1
71578,B00473HE5U,A35RSEHKNVRCXL,"Senora O ""Spanish teacher""",0,0,5,1342569600,Our favorite jam,The price is a little higher on amazon than in the store but this jam is our favorite food to take home from northern Michigan. I dare say I enjoy it more than the mackinac fudge,positive,the price is a little higher on amazon than in the store but this jam is our favorite food to take home from northern michigan i dare say i enjoy it more than the mackinac fudge,-1
115080,B002G06NEO,A281NPSIMI1C2R,"Rebecca of Amazon ""The Rebecca Review""",0,0,5,1316131200,A New Favorite,"Zevia is like an answer to prayers. I've been using stevia in drinks for quite a few years but avoid most sodas due to their high sugar content or artificial sweeteners. Finally there is a drink you can consume that won't make you feel guilty. This drink contains stevia and erythritol which is natural. I looked up erythritol in <a href=""http://www.amazon.com/gp/product/0762435259"">Eat Safe: The Truth about Additives from Aspartame to Xanthan Gum</a> and it is a type of sugar alchol derived from algae and lichens. It is believed safe in foods at low levels. As far as the taste goes it is not that gingery at all. It does seem to settle your stomach because it has ginger extract in it but it is also flavored with lemon and lime oil which makes it taste a bit like 7-Up. Anyway it is so good I drank six cans this week and feel no guilt over drinking soda. I'd suggest they leave out the lemon and lime and add more ginger.<br /><br />~The Rebecca Review",positive,zevia is like an answer to prayers i ve been using stevia in drinks for quite a few years but avoid most sodas due to their high sugar content or artificial sweeteners finally there is a drink you can consume that won t make you feel guilty this drink contains stevia and erythritol which is natural i looked up erythritol in eat safe the truth about additives from aspartame to xanthan gum and it is a type of sugar alchol derived from algae and lichens it is believed safe in foods at low levels as far as the taste goes it is not that gingery at all it does seem to settle your stomach because it has ginger extract in it but it is also flavored with lemon and lime oil which makes it taste a bit like up anyway it is so good i drank six cans this week and feel no guilt over drinking soda i d suggest they leave out the lemon and lime and add more ginger the rebecca review,4
494203,B004XE0QCG,A3NIT0GOFDGUOV,Sunshine,1,1,1,1326844800,NOT KOSHER,"I checked the ingredients online by googling the brand, and, I hate to say, these are NOT KOSHER. One of the main ingredients is gelatin, which is not a kosher ingredient, as gelatin is made from horse hooves and pig skins. Please remove the ""kosher"" designation from the description list.",negative,i checked the ingredients online by googling the brand and i hate to say these are not kosher one of the main ingredients is gelatin which is not a kosher ingredient as gelatin is made from horse hooves and pig skins please remove the kosher designation from the description list,-1
217882,B000PKJ4RA,A2GZJ2XVJI8FMQ,claire,1,2,1,1277683200,"not very good,","bland, and boring... thick crust.<br /><br />My daughter wouldn't eat the fish at all due to the trout's skin which has a slimy consistency.<br /><br />The fish had no flavor and no texture.  The crust is like a big, thick blanket of a pre- processed mashed up casing, not a traditional bread crumb / with cheese topping.  It has no texture and the flavor is lacking.",negative,bland and boring thick crust my daughter wouldn t eat the fish at all due to the trout s skin which has a slimy consistency the fish had no flavor and no texture the crust is like a big thick blanket of a pre processed mashed up casing not a traditional bread crumb with cheese topping it has no texture and the flavor is lacking,-1
181882,B0009F3POY,A37Y0DCS3CMZEX,alenochek,0,0,5,1280880000,GOOD STUFF,"i love this tea! and it really works! if you drink 4-5 cups, you get more milk in 2 days!",positive,i love this tea and it really works if you drink cups you get more milk in days,2
519064,B001E5DXUY,A1VDCZGBX3XKUN,Freda Bezner,2,2,4,1195430400,If You Like Mint You'll Love This Tea,"I have been trying to find some fresh mint for my iced tea but couldn't find a reliable source.  This tea is very nice if you like mint in your iced tea, I recommend it highly.",positive,i have been trying to find some fresh mint for my iced tea but couldn t find a reliable source this tea is very nice if you like mint in your iced tea i recommend it highly,2
31076,B007M83302,A15Z6Z51Q85AOA,Spazvan,0,0,5,1264464000,My 1 guilty pleasure,Popchips is the chip of the century! I love them all but the original is the best! I wish they would make them sodium free though!,positive,popchips is the chip of the century i love them all but the original is the best i wish they would make them sodium free though,-1
125888,B0036VLZ3G,A2T6UZ4Q2HEKE,MarniGirl,0,0,5,1327708800,Awesome Quality,Super Fresh...Delicious and I will not use anything else! I have ordered multiple times...always the same wholesome quality! A must try!,positive,super fresh delicious and i will not use anything else i have ordered multiple times always the same wholesome quality a must try,-1
483126,B004LYKAIS,A1I7MJDTE0YXJW,guy,2,2,5,1315180800,BEAUTIFUL!,"The plant I received was bigger than I expected. So healthy and beautiful. If you ever wanted a vanilla orchid, this is the only place to get one! I ordered one from another company. What I got was a wimpy unhealthy half dead plant that eventually died. Shop around if you must, but come back here to purchase....you won't be sorry!!<br /><br />Guy",positive,the plant i received was bigger than i expected so healthy and beautiful if you ever wanted a vanilla orchid this is the only place to get one i ordered one from another company what i got was a wimpy unhealthy half dead plant that eventually died shop around if you must but come back here to purchase you won t be sorry guy,5
533683,B002GWMB0W,A1TC0I7V5282E7,Shareen,0,0,4,1314576000,Smells good,"It tastes pretty good.  There's a lot of stems in it, but it doesn't seem to hurt the flavor.  Very aromatic.",positive,it tastes pretty good there s a lot of stems in it but it doesn t seem to hurt the flavor very aromatic,18
344115,B008J1HO4C,A17XGV6KSZW10X,Paul R. Trautman,4,4,5,1195171200,ALMOST AS EASY AS INSTANT OATS,"Traditional oatmeal is an acquired taste which more people are acquiring because of the health benefit. McCann's is the easiest to find and to my taste the best.  (Quaker has put out a steelcut product which is not bad).<br /><br />The drawback is cooking, it takes a long time to cook.  My grandmother used to cook it in a doubleboiler overnight.<br /><br />There is an easy way.  The night before put 1/4 cup of oats to each cup of water in a saucepan, add salt, bring to a boil stirring occasionally. Turn off heat from anywhere from 30 to  90 seconds after reaching a boil, cover. In the morning  it is ready to eat, you can heat it in microwave or on the stove or eat it room temperature.",positive,traditional oatmeal is an acquired taste which more people are acquiring because of the health benefit mccann s is the easiest to find and to my taste the best quaker has put out a steelcut product which is not bad the drawback is cooking it takes a long time to cook my grandmother used to cook it in a doubleboiler overnight there is an easy way the night before put cup of oats to each cup of water in a saucepan add salt bring to a boil stirring occasionally turn off heat from anywhere from to seconds after reaching a boil cover in the morning it is ready to eat you can heat it in microwave or on the stove or eat it room temperature,23
346487,B001P777DU,A3GHANRF4H0X9I,E. Kunhardt,0,0,4,1287532800,Not bad,"I own the original and REALLY like that one, so I decided to give this a try. I don't know if I expected it to be hot, but I wasn't convinced to reorder this one. It has a hint of something I wasn't liking in my bloody mary; maybe it was the peppers? I wouldn't hesitate to reorder the original, though! Great value here, too.",positive,i own the original and really like that one so i decided to give this a try i don t know if i expected it to be hot but i wasn t convinced to reorder this one it has a hint of something i wasn t liking in my bloody mary maybe it was the peppers i wouldn t hesitate to reorder the original though great value here too,3
122192,B000KNHF8M,A9PF2K0C6E7PK,Hanna,0,0,2,1313625600,"Tasted Great, Crysalized FAST","Was happy with the price, it was a good value.  The honey has a stronger taste which I like, so that was good.<br />HOWEVER...it was three bottles.  They all started to crystalize before I even got half way through the first bottle, and we use honey alot in this house.  It was either stored in a too cold environment, or it was older honey.<br /><br />Won't order it again because as much as I like it.  Without having a honey jar and willingness to do the work to de-crystalize...wasn't really alot of usable honey.",negative,was happy with the price it was a good value the honey has a stronger taste which i like so that was good however it was three bottles they all started to crystalize before i even got half way through the first bottle and we use honey alot in this house it was either stored in a too cold environment or it was older honey won t order it again because as much as i like it without having a honey jar and willingness to do the work to de crystalize wasn t really alot of usable honey,-1
494825,B0018CFN3S,AJ8QOI7C5I1SX,Bowman75,0,0,5,1350172800,Awesome food.,"I've been feeding this along with 2 other Natural Balance canned flavors to my 3 cats for about 6 months now and they absolutely love this stuff. I feed the two girls each a half a can in the morning and another in the evening, my 15lb boy I feed 3/4 can twice a day. I also leave them a bowl of Blue Buffalo kibble out to snack on, which honestly they eat very little of and I am thinking of removing it from their diet. They can't wait to dig into the Natural Balance and once the bowl is down they inhale every last bit in less than 5 minutes. Their coats are super soft and shiny and their eyes are bright and shiny as well and they have crazy amounts of energy, annoyingly so at times as they sound like they're going to tear the house down with all the running, jumping and wrestling they do...even my 12 year old calico has developed much more energy and has been participating in the mayhem.",positive,i ve been feeding this along with other natural balance canned flavors to my cats for about months now and they absolutely love this stuff i feed the two girls each a half a can in the morning and another in the evening my lb boy i feed can twice a day i also leave them a bowl of blue buffalo kibble out to snack on which honestly they eat very little of and i am thinking of removing it from their diet they can t wait to dig into the natural balance and once the bowl is down they inhale every last bit in less than minutes their coats are super soft and shiny and their eyes are bright and shiny as well and they have crazy amounts of energy annoyingly so at times as they sound like they re going to tear the house down with all the running jumping and wrestling they do even my year old calico has developed much more energy and has been participating in the mayhem,0
364009,B000G6RYOI,A23U1DSRY1KMGS,William P. Marseglia,0,0,5,1242345600,The best ever chip,It is unusual to find the perfect snack food that dazzles bag after bag.  They are almost addicting which is a good thing in this case.  I feel it is safe and not going to do too much damage to the health conscience system.  More to it than a baked potato but almost halfway healthy.  The flavor of course and the crunch texture make this chip a rare masterpiece of monstrous culinary excellence.  Good job there Northwest.  Wish I could find a life coach that was this good.,positive,it is unusual to find the perfect snack food that dazzles bag after bag they are almost addicting which is a good thing in this case i feel it is safe and not going to do too much damage to the health conscience system more to it than a baked potato but almost halfway healthy the flavor of course and the crunch texture make this chip a rare masterpiece of monstrous culinary excellence good job there northwest wish i could find a life coach that was this good,7
301955,B002JG5TVS,AAJ361GDDI06D,Lucky777,5,5,1,1324425600,"Warning, new formula put almonds in there","one star because when i called the company to ask them how much was almonds now and how much is hazelnut, they refused to tell me!<br /><br />not as good as the original, which you might still find in the small 1 ounce snack sizes!",negative,one star because when i called the company to ask them how much was almonds now and how much is hazelnut they refused to tell me not as good as the original which you might still find in the small ounce snack sizes,-1
204136,B0009F3QKW,A1RHRM14VGPJDG,V. Schmitt,3,4,5,1181174400,Calm and Soothing,"As I had been going through a tough time, I needed to calm down and sleep at night. I tried several homeopathic medicines, but this tea really worked. It tastes good, and is soothing going down. It helps me calm down and relax when I need to, rather than relying on medication. Yogi Tea Kava Stress Relief Tea - 16 Bags",positive,as i had been going through a tough time i needed to calm down and sleep at night i tried several homeopathic medicines but this tea really worked it tastes good and is soothing going down it helps me calm down and relax when i need to rather than relying on medication yogi tea kava stress relief tea bags,2
77238,B000VK339Y,A2CE9CFMYZC084,"D. Louque ""NOLA Loves Music & Saints! Who Dat!""",11,11,3,1269993600,The Organic Beef Canned is Inconsistent....,"I've been buying the Newman's Own Canned Organic BEEF for my 9 year old Diabetic Rottweiler to add more protein to her diet since she has been losing weight since her diagnosis 3 years ago.  During the last 6 months that I've been buying it, the consistency of the canned food has been all over the place.  Sometimes it's quite firm and I really have to dig in with the spoon to remove it, sometimes it's a good average firmness, and other times it's extremely mushy.<br /><br />Most recently, the last 2-3 12-packs I've purchased from Amazon or Whole Foods (at different times, not from same lot) have been so soupy that I could pour it out of the can and onto her special diet which is Honest Kitchen Embark.  In the bottom of the can, half the time there has been a thick gelatinous layer and the rest of the time, it is a yellow liquid layer instead so it's pretty gross.  I've been shaking the cans before I open them to mix it up before I pour it out.<br /><br />I've decided not to purchase the Canned Organic Beef any longer.  My dog has been having loose stools lately and I think it's from the soupy canned food.<br /><br />I did buy some of the Newman's Own 100% Liver Canned at Whole Foods and the consistency was very good so I'm going to try ordering this one from Amazon next time instead.  I hope the Liver Canned will remain the right firmness and consistency because I'd rather give my dog all meat without veggies or grain carbs that will affect her sugar levels.  She gets some of those things in the Embark already.<br /><br />Not sure if anyone else has had this problem with the Beef Canned but based on my experience, I wouldn't recommend this particular type of Newman's Own canned.  I can't speak for their other canned food items.",neutral,i ve been buying the newman s own canned organic beef for my year old diabetic rottweiler to add more protein to her diet since she has been losing weight since her diagnosis years ago during the last months that i ve been buying it the consistency of the canned food has been all over the place sometimes it s quite firm and i really have to dig in with the spoon to remove it sometimes it s a good average firmness and other times it s extremely mushy most recently the last packs i ve purchased from amazon or whole foods at different times not from same lot have been so soupy that i could pour it out of the can and onto her special diet which is honest kitchen embark in the bottom of the can half the time there has been a thick gelatinous layer and the rest of the time it is a yellow liquid layer instead so it s pretty gross i ve been shaking the cans before i open them to mix it up before i pour it out i ve decided not to purchase the canned organic beef any longer my dog has been having loose stools lately and i think it s from the soupy canned food i did buy some of the newman s own liver canned at whole foods and the consistency was very good so i m going to try ordering this one from amazon next time instead i hope the liver canned will remain the right firmness and consistency because i d rather give my dog all meat without veggies or grain carbs that will affect her sugar levels she gets some of those things in the embark already not sure if anyone else has had this problem with the beef canned but based on my experience i wouldn t recommend this particular type of newman s own canned i can t speak for their other canned food items,0
103160,B001E5E2RC,AEWYUPCNDV7HY,Modern Blue Argonaut,37,41,5,1199750400,"Excellent flavor, made in the USA!","Torani Sugar-Free syrups are some of the best in the business. This makes an excellent flavor addition to both smoothies and coffee and it tastes just like the full sugar versions. What makes it even easier to use is <a href=""http://www.amazon.com/gp/product/B000W09XZG"">Torani and Davinci syrup pump</a>. According to my favorite barista at Starbucks, a venti takes 5-6 squirts, although I think I normally use only a couple of squirts to obtain the perfect flavor for my smaller cups of coffee made at home. Amazon grocery currently sells 3 flavors of Torani Sugar Free syrups, Torani Sugar-Free Syrup, Caramel, 25.4-Ounce Bottle (Pack of 3), Torani Sugar-Free Syrup, Hazelnut, 25.4-Ounce Bottle (Pack of 3), and this syrup. Since Torani currently makes 27 different Sugar Free flavors, it would be nice if through Amazon they would offer a combo pack of 4 flavors, or just make more flavors available on Amazon. I really enjoy this syrup and have tried other brands, but always come back to Torani. I was pleased to see this available as a auto-ship item at Amazon and will be buying many more bottles through the Subscribe & Save program.<br /><br />I would love to see Peppermint, Vanilla Bean, and Irish Cream flavors added. These also make excellent Italian sodas, and dozens of drink recipes can be found at the Torani web site.<br /><br />Update: I'm pleased to see that Amazon has added 3 new sugar free flavors:<br /><br />Torani Sugar Free Raspberry, 25.4-Ounce Bottles (Pack of 3)<br />Torani Sugar Free Chocolate, 25.4-Ounce Bottles (Pack of 3)<br />Torani Sugar Free Irish Cr&iquest;me, 25.4-Ounce Bottles (Pack of 3)<br /><br />Great price, too! Better than my grocer.",positive,torani sugar free syrups are some of the best in the business this makes an excellent flavor addition to both smoothies and coffee and it tastes just like the full sugar versions what makes it even easier to use is torani and davinci syrup pump according to my favorite barista at starbucks a venti takes squirts although i think i normally use only a couple of squirts to obtain the perfect flavor for my smaller cups of coffee made at home amazon grocery currently sells flavors of torani sugar free syrups torani sugar free syrup caramel ounce bottle pack of torani sugar free syrup hazelnut ounce bottle pack of and this syrup since torani currently makes different sugar free flavors it would be nice if through amazon they would offer a combo pack of flavors or just make more flavors available on amazon i really enjoy this syrup and have tried other brands but always come back to torani i was pleased to see this available as a auto ship item at amazon and will be buying many more bottles through the subscribe save program i would love to see peppermint vanilla bean and irish cream flavors added these also make excellent italian sodas and dozens of drink recipes can be found at the torani web site update i m pleased to see that amazon has added new sugar free flavors torani sugar free raspberry ounce bottles pack of torani sugar free chocolate ounce bottles pack of torani sugar free irish cr iquest me ounce bottles pack of great price too better than my grocer,-1
259853,B0042TVRXY,AM90L7TB3TL0P,Linda F. Rose,0,0,5,1345680000,brazilian coffee candy,Love the coffee taste. Good product to get a little jolt and taste of Brazilian coffee. No need to brew a cup. Just unwrap and enjoy. YUM!,positive,love the coffee taste good product to get a little jolt and taste of brazilian coffee no need to brew a cup just unwrap and enjoy yum,1
461354,B000CORSCW,A3S15YGZ6W6EV2,K. Varraso,1,6,2,1161129600,Just because it's not Orange doesn't make it healthy.,"I bought these because my daughter wanted something for a school snack, had tried these in the cafeteria and said that they ""weren't bad"".  Unfortunately, she had changed her mind by the time the gigantic box  arrived on the doorstep.  My huband and I tried them, and I feel like giving a stern punishment to the maker of these things.  Besides having no discernable nutritional content, these things have too much salt, too much fake ""cheez"" powder, and no way to remove it gracefully after you'e eaten a few puffs. We don't like them, and I feel terrible dumping them on the food pantry. Perhaps I'll hide them in a large donation of healthier items.",negative,i bought these because my daughter wanted something for a school snack had tried these in the cafeteria and said that they weren t bad unfortunately she had changed her mind by the time the gigantic box arrived on the doorstep my huband and i tried them and i feel like giving a stern punishment to the maker of these things besides having no discernable nutritional content these things have too much salt too much fake cheez powder and no way to remove it gracefully after you e eaten a few puffs we don t like them and i feel terrible dumping them on the food pantry perhaps i ll hide them in a large donation of healthier items,6
488081,B0013A0QXC,A3UUTY2ZQCH6ZR,"Frank A. Kuhre ""FF""",0,0,5,1328054400,SENSUAL SENSEO,"This is absolutely the best way to get really (and I do mean REALLY) good coffee at home. I love coffee and have traveled a lot, and this is as good as I have ever had anywhere...(of course you have to take in the ambiance of the location (kitchen vs Italy) there is no way to create that....yet.",positive,this is absolutely the best way to get really and i do mean really good coffee at home i love coffee and have traveled a lot and this is as good as i have ever had anywhere of course you have to take in the ambiance of the location kitchen vs italy there is no way to create that yet,1
524585,B0017QNBCK,A232B19SH43FYJ,M. Uhl,0,0,3,1265155200,Where's the heat?,Not HOT enough for me. Tastes good. Recommend 3 stars. More heat could and can be added.,neutral,not hot enough for me tastes good recommend stars more heat could and can be added,-1
262571,B004NSETRU,AKGQ6RM68SQY1,"Catherine Diane ""CDI""",0,0,5,1304640000,"ATTENTION! this is a ""rub""",just a heads up for those looking FOR a rub and those NOT looking for a rub - great spice either way and Amazon - as usual - has a very good price:),positive,just a heads up for those looking for a rub and those not looking for a rub great spice either way and amazon as usual has a very good price,-1
516803,B001G8TFZ6,A31RDMQSHZQSNQ,Pica,1,1,5,1319846400,Delacre Prestige Belgian Chocolate Biscuit Gift Assortment Tin,Wonderful assortments for chocolate lovers and makes a great gift! I wouldn't recommend ordering this during<br />the warm season unless you pay for faster delivery or make sure the packaging is substantial enough to protect<br />it from melting.  Otherwise you're in for a delicious treat!<br />Sincerely. Pica,positive,wonderful assortments for chocolate lovers and makes a great gift i wouldn t recommend ordering this during the warm season unless you pay for faster delivery or make sure the packaging is substantial enough to protect it from melting otherwise you re in for a delicious treat sincerely pica,-1
466365,B0057ISDW2,A1Q6P6CE28HU06,Karen R,2,2,5,1336262400,Harry Potter jelly beans,"we sent these with bertie bunny jelly bean dispenser to our daughter in Texas for Easter.  The cute bunny makes the Harry Potter jelly beans even more of a surprise, mostly good, but always interesting.  These jelly beans are for fans of the books and movies, they are what they say they are, not a sweet treat but cool and great conversation starters!",positive,we sent these with bertie bunny jelly bean dispenser to our daughter in texas for easter the cute bunny makes the harry potter jelly beans even more of a surprise mostly good but always interesting these jelly beans are for fans of the books and movies they are what they say they are not a sweet treat but cool and great conversation starters,11
180665,B000CQBZQK,A7GGWCD5XQ1JO,Patricia,1,1,5,1225584000,The best tea in the world!!,"This is my favourite tea in the world. The taste is unique: chocolate with hazelnut. If you're a chocoholic like myself, you'll love this tea. Plus it's decaf, so you can have as many as you like. Purchasing this product through Amazon was a great experience: fast service and most important, it was cheaper than buying the product in a store or even at Stash webpage. I'll definitely order more!!",positive,this is my favourite tea in the world the taste is unique chocolate with hazelnut if you re a chocoholic like myself you ll love this tea plus it s decaf so you can have as many as you like purchasing this product through amazon was a great experience fast service and most important it was cheaper than buying the product in a store or even at stash webpage i ll definitely order more,2
368100,B003B3OOPA,A148ABAGOSRWCG,brutus sanchez,0,11,4,1319414400,Better Before the Price Increase,It sure tasted better before Amazon raised the price. I hope this stuff is good for you - you can get different opinions. But put it in your hair? What a waste.,positive,it sure tasted better before amazon raised the price i hope this stuff is good for you you can get different opinions but put it in your hair what a waste,18
196647,B008JKTTUA,A1T1YSCDW0PD25,A. Wiersch,5,7,4,1265155200,Quite tasty but expensive,"I am impressed with the taste of this ""almond, walnut & macadamiat"" bar! Too bad it's so expensive.<br /><br />Pros:<br />* Taste - very good to excellent<br />* Mostly good ingredients (including no trans fat)<br /><br />Cons:<br />* Expensive<br />* Not larger? Only 1.4oz<br />* Contains ""soy crisps""<br /><br />Other:<br />* No gluten, wheat, or dairy<br />* Bar says ""Made in Australia""",positive,i am impressed with the taste of this almond walnut macadamiat bar too bad it s so expensive pros taste very good to excellent mostly good ingredients including no trans fat cons expensive not larger only oz contains soy crisps other no gluten wheat or dairy bar says made in australia,10
533936,B001EO77FW,AODWFJHMNL0FG,workshopper,0,0,5,1310688000,Good quality,I feel good about the quality and mix it with canned PN food.  She doesn't care for it by itself but then she doesn't like any dry dogfood.,positive,i feel good about the quality and mix it with canned pn food she doesn t care for it by itself but then she doesn t like any dry dogfood,0
470461,B001D9ZV5G,AWOR961LMDUIF,J. Davis,3,3,5,1342915200,Doggy Likes!,"My 10 lbs chihuahua/doxie mix is a picky eater.  He isn't motivated by food at all, and it's always a trial and error when it comes to trying out a new treat.  His treats of choice are freeze-dried tripe, freeze-dried liver, freeze-dried chicken - you get the idea.  The boy has expensive taste - lol.<br /><br />That said, since he's now nearing the 9 year old mark, I wanted to begin giving him Glucosamine and Chondroitin for his hips and joints.  I started to notice that he has become a little reluctant to jump up on the bed, preferring to be helped up.  I think this is happening due to getting older. My usage of these treats is to help with prevention - better to start early before it's too late, you know?<br /><br />Feeding him pills is a hassle, and I'm already giving him globs of peanut butter a day to hide his <a href=""http://www.amazon.com/gp/product/B0015GS0BY"">Nutri-Vet Healthy Vision Canine Chewables</a> (I highly recommend these pills if you have a dog with vision issues).  Anyway, my quest for a non-pill form of Glucosamine and Chondroitin led me to Zuke's Hip Action.<br /><br />I love that it's wheat, corn and soy free.  My boy has skin allergies and I've been doing my best to keep his diet as clean as possible.  Each treat has 300 mg of Glucosamine and 50 mg of Chondroitin.  The treats also have antioxidants thanks to cherry, blueberry, rosemary, turmeric and seasame seed.  BTW - turmeric is a great Indian spice that also helps humans because of its anti-inflammatory benefits.  It also has egg shell membrane meal, which according to the package helps support joint health.  So, it has good stuff in it.  It's also made in the USA.  After all the issues with Chinese-made dog treats, avoiding treats from China is important to me and the health of my dog.<br /><br />For a small 46 lbs and under dog (like my Ozzy), only one treat is necessary per day.  For a medium dog of 98 lbs and under, 2 treats a day is necessary.  For a giant dog of 138 lbs and under, 3 treats are needed per day.  Each package has about 23 treats in it.  If you have a larger size dog, it definitely can get pricey.<br /><br />I feed Ozzy the peanut butter flavor, because, well, peanut butter is one of his favorite things in the world.  Each treat is square and has a moist look to it.  It has an interesting smell - not one of my favorites, but not completely a turn-off either.  Just...interesting.  But the best part is he LOVES them.  His eyes actually bug out more than the usual chihuahua buggy-eyed look, and he happily grabs it and runs off to enjoy it.  He looks forward to it every day.<br /><br />Ozzy recently had surgery on his ear, and during the time after his surgery, he was pickier than ever with food.  He refused to eat even the raw beef patties that he usually loves.  He barely even took the peanut butter hiding his eye vitamins, probiotics and antibiotics (and this is a dog that loves peanut butter)  But these Zuke treats?  Heck yeah! Never a problem.  Just goes to show how much he loves these treats.",positive,my lbs chihuahua doxie mix is a picky eater he isn t motivated by food at all and it s always a trial and error when it comes to trying out a new treat his treats of choice are freeze dried tripe freeze dried liver freeze dried chicken you get the idea the boy has expensive taste lol that said since he s now nearing the year old mark i wanted to begin giving him glucosamine and chondroitin for his hips and joints i started to notice that he has become a little reluctant to jump up on the bed preferring to be helped up i think this is happening due to getting older my usage of these treats is to help with prevention better to start early before it s too late you know feeding him pills is a hassle and i m already giving him globs of peanut butter a day to hide his nutri vet healthy vision canine chewables i highly recommend these pills if you have a dog with vision issues anyway my quest for a non pill form of glucosamine and chondroitin led me to zuke s hip action i love that it s wheat corn and soy free my boy has skin allergies and i ve been doing my best to keep his diet as clean as possible each treat has mg of glucosamine and mg of chondroitin the treats also have antioxidants thanks to cherry blueberry rosemary turmeric and seasame seed btw turmeric is a great indian spice that also helps humans because of its anti inflammatory benefits it also has egg shell membrane meal which according to the package helps support joint health so it has good stuff in it it s also made in the usa after all the issues with chinese made dog treats avoiding treats from china is important to me and the health of my dog for a small lbs and under dog like my ozzy only one treat is necessary per day for a medium dog of lbs and under treats a day is necessary for a giant dog of lbs and under treats are needed per day each package has about treats in it if you have a larger size dog it definitely can get pricey i feed ozzy the peanut butter flavor because well peanut butter is one of his favorite things in the world each treat is square and has a moist look to it it has an interesting smell not one of my favorites but not completely a turn off either just interesting but the best part is he loves them his eyes actually bug out more than the usual chihuahua buggy eyed look and he happily grabs it and runs off to enjoy it he looks forward to it every day ozzy recently had surgery on his ear and during the time after his surgery he was pickier than ever with food he refused to eat even the raw beef patties that he usually loves he barely even took the peanut butter hiding his eye vitamins probiotics and antibiotics and this is a dog that loves peanut butter but these zuke treats heck yeah never a problem just goes to show how much he loves these treats,0
